No.,Ticker,Company,Sector,Industry,Country,Market Cap,P/E,Price,Change,Volume
6976,SPXS,Direxion Daily S&P 500 Bear 3X Shares,Financial,Exchange Traded Fund,USA,-,-,17.71,0.11%,"30,904,254"
6977,SPXT,ProShares S&P 500 ex-Technology ETF,Financial,Exchange Traded Fund,USA,-,-,71.47,0.10%,151
6978,SPXU,ProShares UltraPro Short S&P500,Financial,Exchange Traded Fund,USA,-,-,13.42,0.37%,"33,376,223"
6979,SPXX,Nuveen S&P 500 Dynamic Overwrite Fund,Financial,Closed-End Fund - Equity,USA,285.68M,6.80,16.31,-0.31%,"34,744"
6980,SPY,SPDR S&P 500 ETF Trust,Financial,Exchange Traded Fund,USA,-,-,412.64,-0.05%,"87,278,478"
6982,SPYD,SPDR Portfolio S&P 500 High Dividend ETF,Financial,Exchange Traded Fund,USA,-,-,41.83,-0.52%,"1,295,325"
6983,SPYG,SPDR Portfolio S&P 500 Growth ETF,Financial,Exchange Traded Fund,USA,-,-,54.71,0.18%,"1,503,256"
6984,SPYV,SPDR Portfolio S&P 500 Value ETF,Financial,Exchange Traded Fund,USA,-,-,41.96,-0.19%,"2,024,316"
6985,SPYX,SPDR S&P 500 Fossil Fuel Reserves Free ETF,Financial,Exchange Traded Fund,USA,-,-,33.44,-0.09%,"57,540"
6986,SQ,"Block, Inc.",Technology,Software - Infrastructure,USA,47.72B,-,78.80,2.58%,"9,756,940"
6987,SQEW,LeaderShares Equity Skew ETF,Financial,Exchange Traded Fund,USA,-,-,29.62,-0.13%,"16,117"
6988,SQFT,"Presidio Property Trust, Inc.",Real Estate,REIT - Diversified,USA,14.59M,-,1.17,2.62%,"29,798"
6989,SQFTP,"Presidio Property Trust, Inc.",Real Estate,REIT - Diversified,USA,14.56M,-,20.61,-3.19%,"6,087"
6990,SQFTW,"Presidio Property Trust, Inc.",Real Estate,REIT - Diversified,USA,-,-,0.07,-22.10%,"17,240"
6991,SQL,SeqLL Inc.,Healthcare,Diagnostics & Research,USA,7.58M,-,1.00,-6.54%,"1,314,337"
6992,SQLV,Royce Quant Small-Cap Quality Value ETF,Financial,Exchange Traded Fund,USA,-,-,38.73,0.39%,856
6993,SQM,Sociedad Quimica y Minera de Chile S.A.,Basic Materials,Chemicals,Chile,24.63B,8.79,94.67,0.35%,"974,995"
6994,SQNS,Sequans Communications S.A.,Technology,Semiconductors,France,134.98M,-,2.77,-8.58%,"98,476"
6995,SQQQ,ProShares UltraPro Short QQQ,Financial,Exchange Traded Fund,USA,-,-,34.36,-2.11%,"205,147,395"
6996,SQSP,"Squarespace, Inc.",Technology,Software - Infrastructure,USA,3.16B,-,23.33,-0.34%,"302,452"
6997,SQZ,SQZ Biotechnologies Company,Healthcare,Biotechnology,USA,21.44M,-,0.77,-0.68%,"26,254"
6998,SR,Spire Inc.,Utilities,Utilities - Regulated Gas,USA,3.70B,15.48,71.57,-2.08%,"212,864"
6999,SRAD,Sportradar Group AG,Technology,Software - Application,Switzerland,3.89B,74.65,12.84,2.07%,"347,590"
7000,SRAX,"SRAX, Inc.",Communication Services,Advertising Agencies,USA,58.59M,-,1.87,0.00%,"46,679"
7002,SRCE,1st Source Corporation,Financial,Banks - Regional,USA,1.22B,10.48,49.31,-1.54%,"33,989"
7003,SRCL,"Stericycle, Inc.",Industrials,Waste Management,USA,5.08B,487.11,55.53,0.36%,"249,526"
7004,SRDX,"Surmodics, Inc.",Healthcare,Diagnostics & Research,USA,371.20M,-,26.27,2.90%,"195,376"
7005,SRE,Sempra,Utilities,Utilities - Diversified,USA,47.93B,22.02,156.85,-0.59%,"896,159"
7006,SRET,Global X SuperDividend REIT ETF,Financial,Exchange Traded Fund,USA,-,-,23.65,-0.21%,"35,825"
7007,SRG,Seritage Growth Properties,Real Estate,REIT - Retail,USA,685.79M,-,12.22,0.41%,"240,807"
7008,SRGA,"Surgalign Holdings, Inc.",Healthcare,Medical Devices,USA,14.26M,-,2.10,0.00%,"17,755"
7009,SRI,"Stoneridge, Inc.",Consumer Cyclical,Auto Parts,USA,629.99M,-,23.29,-1.10%,"130,195"
7010,SRL,Scully Royalty Ltd.,Financial,Capital Markets,Hong Kong,129.54M,109.25,8.74,1.51%,"10,789"
7011,SRLN,SPDR Blackstone Senior Loan ETF,Financial,Exchange Traded Fund,USA,-,-,42.01,0.10%,"1,705,961"
7012,SRNE,"Sorrento Therapeutics, Inc.",Healthcare,Biotechnology,USA,92.62M,-,0.20,-23.21%,"189,234,764"
7013,SRPT,"Sarepta Therapeutics, Inc.",Healthcare,Biotechnology,USA,10.63B,-,120.36,0.13%,"834,548"
7014,SRRK,Scholar Rock Holding Corporation,Healthcare,Biotechnology,USA,551.38M,-,10.08,0.80%,"227,455"
7015,SRS,ProShares UltraShort Real Estate,Financial,Exchange Traded Fund,USA,-,-,15.40,1.78%,"75,549"
7016,SRT,"Startek, Inc.",Industrials,Specialty Business Services,USA,166.41M,23.22,4.18,0.24%,"8,606"
7017,SRTS,"Sensus Healthcare, Inc.",Healthcare,Medical Devices,USA,153.89M,4.58,7.37,4.10%,"235,458"
7018,SRTY,ProShares UltraPro Short Russell2000,Financial,Exchange Traded Fund,USA,-,-,39.82,0.28%,"1,406,302"
7019,SRV,The Cushing MLP & Infrastructure Total Return Fund,Financial,Closed-End Fund - Equity,USA,78.17M,4.33,35.80,-1.86%,"16,957"
7020,SRVR,Pacer Benchmark Data & Infrastructure Real Estate SCTR ETF,Financial,Exchange Traded Fund,USA,-,-,31.32,-0.25%,"109,067"
7022,SSB,SouthState Corporation,Financial,Banks - Regional,USA,6.10B,12.35,80.71,0.29%,"1,659,685"
7023,SSBI,Summit State Bank,Financial,Banks - Regional,USA,106.65M,6.30,15.99,-0.06%,"1,227"
7024,SSD,"Simpson Manufacturing Co., Inc.",Industrials,Building Products & Equipment,USA,4.79B,14.43,111.87,-0.84%,"146,325"
7025,SSG,ProShares UltraShort Semiconductors,Financial,Exchange Traded Fund,USA,-,-,15.24,-4.33%,"34,203"
7026,SSKN,"STRATA Skin Sciences, Inc.",Healthcare,Medical Devices,USA,41.51M,-,1.33,12.71%,"251,755"
7027,SSL,Sasol Limited,Energy,Oil & Gas Integrated,South Africa,10.54B,4.83,16.67,-0.60%,"125,792"
7028,SSNC,"SS&C Technologies Holdings, Inc.",Technology,Software - Application,USA,15.90B,25.13,62.46,0.05%,"1,264,427"
7029,SSNT,"SilverSun Technologies, Inc.",Technology,Software - Application,USA,17.81M,-,3.54,0.00%,"7,935"
7030,SSO,ProShares Ultra S&P500,Financial,Exchange Traded Fund,USA,-,-,51.24,-0.10%,"4,975,828"
7031,SSP,The E.W. Scripps Company,Communication Services,Broadcasting,USA,1.23B,11.42,14.43,-1.77%,"136,426"
7032,SSPY,Syntax Stratified LargeCap ETF,Financial,Exchange Traded Fund,USA,-,-,68.38,0.01%,"2,940"
7033,SSRM,SSR Mining Inc.,Basic Materials,Gold,USA,3.21B,14.29,14.36,0.42%,"1,789,850"
7034,SSSS,SuRo Capital Corp.,Financial,Asset Management,USA,110.02M,3.55,3.87,0.26%,"86,139"
7035,SST,"System1, Inc.",Industrials,Specialty Business Services,USA,446.07M,-,4.78,-3.43%,"215,557"
7036,SSTI,"ShotSpotter, Inc.",Technology,Software - Application,USA,443.46M,113.67,36.26,-1.52%,"35,273"
7037,SSTK,"Shutterstock, Inc.",Communication Services,Internet Content & Information,USA,2.62B,32.98,77.14,0.40%,"367,832"
7038,SSU,SIGNA Sports United N.V.,Consumer Cyclical,Specialty Retail,Germany,1.82B,-,4.85,8.50%,"29,380"
7039,SSUS,Day Hagan/Ned Davis Research Smart Sector ETF,Financial,Exchange Traded Fund,USA,-,-,33.21,-0.09%,"50,548"
7040,SSY,"SunLink Health Systems, Inc.",Healthcare,Medical Care Facilities,USA,8.63M,-,1.25,16.20%,"330,547"
7042,ST,Sensata Technologies Holding plc,Technology,Scientific & Technical Instruments,USA,8.04B,26.09,52.37,0.81%,"664,400"
7043,STAA,STAAR Surgical Company,Healthcare,Medical Instruments & Supplies,USA,3.48B,91.27,69.91,0.72%,"571,769"
7044,STAF,"Staffing 360 Solutions, Inc.",Industrials,Staffing & Employment Services,USA,5.45M,-,2.17,-0.91%,"33,368"
7045,STAG,"STAG Industrial, Inc.",Real Estate,REIT - Industrial,USA,6.41B,26.80,35.54,-0.50%,"809,985"
7046,STAR,iStar Inc.,Real Estate,REIT - Diversified,USA,903.98M,-,8.88,-0.11%,"1,023,274"
7047,STBA,"S&T Bancorp, Inc.",Financial,Banks - Regional,USA,1.45B,13.39,37.49,-1.06%,"93,459"
7048,STBX,Starbox Group Holdings Ltd.,Communication Services,Internet Content & Information,Malaysia,155.51M,37.53,3.34,2.77%,"124,163"
7049,STC,Stewart Information Services Corporation,Financial,Insurance - Property & Casualty,USA,1.21B,7.84,46.51,-0.21%,"204,738"
7050,STCE,Schwab Crypto Thematic ETF,Financial,Exchange Traded Fund,USA,-,-,19.92,3.62%,"8,753"
7051,STCN,"Steel Connect, Inc.",Industrials,Integrated Freight & Logistics,USA,77.05M,6.31,1.25,-0.79%,"108,464"
7052,STE,STERIS plc,Healthcare,Medical Instruments & Supplies,Ireland,19.40B,-,194.84,-0.75%,"479,631"
7053,STEL,"Stellar Bancorp, Inc.",Financial,Banks - Regional,USA,1.54B,25.25,29.31,-0.44%,"88,803"
7054,STEM,"Stem, Inc.",Technology,Software - Infrastructure,USA,1.53B,-,9.50,4.51%,"5,247,424"
7055,STEP,StepStone Group Inc.,Financial,Asset Management,USA,3.17B,37.00,28.97,0.03%,"549,798"
7056,STER,Sterling Check Corp.,Technology,Software - Infrastructure,USA,1.42B,44.54,13.45,3.30%,"219,072"
7057,STEW,"SRH Total Return Fund, Inc.",Financial,Asset Management,USA,1.27B,19.74,13.03,-0.11%,"67,076"
7058,STG,Sunlands Technology Group,Consumer Defensive,Education & Training Services,China,189.56M,1.94,13.01,-1.96%,"42,378"
7059,STGW,Stagwell Inc.,Communication Services,Advertising Agencies,USA,2.06B,41.81,6.94,-0.29%,"274,292"
7060,STIM,"Neuronetics, Inc.",Healthcare,Diagnostics & Research,USA,164.20M,-,5.86,6.55%,"275,859"
7062,STIX,"Semantix, Inc.",Technology,Software - Application,Brazil,140.96M,-,1.74,18.37%,"121,451"
7063,STK,Columbia Seligman Premium Technology Growth Fund,Financial,Closed-End Fund - Equity,USA,435.91M,2.52,26.94,0.34%,"20,598"
7064,STKH,Steakholder Foods Ltd.,Consumer Defensive,Packaged Foods,Israel,14.13M,-,0.91,-5.98%,"98,727"
7065,STKL,SunOpta Inc.,Consumer Defensive,Packaged Foods,USA,809.96M,-,7.38,-3.02%,"1,439,650"
7066,STKS,"The ONE Group Hospitality, Inc.",Consumer Cyclical,Restaurants,USA,280.66M,20.42,8.70,2.11%,"71,016"
7067,STLA,Stellantis N.V.,Consumer Cyclical,Auto Manufacturers,Netherlands,54.02B,3.30,16.81,0.84%,"3,981,691"
7068,STLD,"Steel Dynamics, Inc.",Basic Materials,Steel,USA,22.03B,6.08,126.50,2.22%,"1,264,526"
7069,STLG,iShares Factors US Growth Style ETF,Financial,Exchange Traded Fund,USA,-,-,32.83,0.62%,37
7070,STM,STMicroelectronics N.V.,Technology,Semiconductors,Switzerland,46.36B,11.82,49.49,1.04%,"3,271,489"
7071,STN,Stantec Inc.,Industrials,Engineering & Construction,Canada,5.85B,42.01,53.39,0.04%,"30,512"
7072,STNE,StoneCo Ltd.,Technology,Software - Application,Cayman Islands,3.13B,-,9.76,1.24%,"3,506,718"
7073,STNG,Scorpio Tankers Inc.,Energy,Oil & Gas Midstream,Monaco,3.59B,12.47,60.46,2.16%,"1,414,524"
7074,STOK,"Stoke Therapeutics, Inc.",Healthcare,Biotechnology,USA,355.62M,-,9.01,-0.44%,"231,556"
7075,STOT,SPDR DoubleLine Short Duration Total Return Tactical ETF,Financial,Exchange Traded Fund,USA,-,-,46.44,-0.10%,"1,704"
7076,STPZ,PIMCO 1-5 Year U.S. TIPS Index ETF,Financial,Exchange Traded Fund,USA,-,-,50.04,-0.20%,"207,246"
7077,STR,Sitio Royalties Corp.,Energy,Oil & Gas E&P,USA,3.95B,22.59,26.82,0.26%,"439,283"
7078,STRA,"Strategic Education, Inc.",Consumer Defensive,Education & Training Services,USA,2.27B,44.62,92.76,-1.74%,"80,716"
7079,STRC,Sarcos Technology and Robotics Corporation,Technology,Computer Hardware,USA,80.26M,-,0.56,-6.03%,"263,066"
7080,STRE,"Supernova Partners Acquisition Company III, Ltd.",Financial,Shell Companies,USA,358.13M,8.90,10.18,0.00%,705
7082,STRM,"Streamline Health Solutions, Inc.",Healthcare,Health Information Services,USA,129.83M,-,2.23,2.76%,"27,892"
7083,STRO,"Sutro Biopharma, Inc.",Healthcare,Biotechnology,USA,367.22M,-,6.43,2.72%,"331,516"
7084,STRR,"Star Equity Holdings, Inc.",Healthcare,Diagnostics & Research,USA,13.44M,-,0.85,2.16%,"29,068"
7085,STRRP,"Star Equity Holdings, Inc.",Healthcare,Diagnostics & Research,USA,12.90M,-,8.18,-3.82%,"1,049"
7086,STRS,Stratus Properties Inc.,Real Estate,Real Estate - Diversified,USA,179.80M,2.94,20.81,-1.51%,"19,090"
7087,STRT,Strattec Security Corporation,Consumer Cyclical,Auto Parts,USA,79.32M,42.89,20.03,-6.12%,"18,953"
7088,STRV,Strive 500 ETF,Financial,Exchange Traded Fund,USA,-,-,26.24,0.04%,"30,009"
7089,STSA,"Satsuma Pharmaceuticals, Inc.",Healthcare,Biotechnology,USA,32.07M,-,0.94,8.72%,"179,496"
7090,STSS,"Sharps Technology, Inc.",Healthcare,Medical Instruments & Supplies,USA,12.73M,-,1.33,-4.32%,"34,942"
7091,STT,State Street Corporation,Financial,Asset Management,USA,32.64B,13.02,93.58,-0.48%,"2,337,323"
7092,STTK,"Shattuck Labs, Inc.",Healthcare,Biotechnology,USA,193.33M,-,4.55,0.22%,"19,942"
7093,STVN,Stevanato Group S.p.A.,Healthcare,Medical Instruments & Supplies,Italy,6.04B,36.91,20.82,0.82%,"152,664"
7094,STWD,"Starwood Property Trust, Inc.",Real Estate,REIT - Mortgage,USA,6.23B,7.83,20.37,-0.63%,"1,670,189"
7095,STX,Seagate Technology Holdings plc,Technology,Computer Hardware,Ireland,14.65B,25.85,72.46,1.58%,"1,234,094"
7096,STXD,Strive 1000 Dividend Growth ETF,Financial,Exchange Traded Fund,USA,-,-,26.34,-0.45%,"8,878"
7097,STXK,Strive Small-Cap ETF,Financial,Exchange Traded Fund,USA,-,-,27.24,0.17%,"13,091"
7098,STXS,"Stereotaxis, Inc.",Healthcare,Medical Instruments & Supplies,USA,181.84M,-,2.42,1.26%,"88,414"
7099,STXV,Strive 1000 Value ETF,Financial,Exchange Traded Fund,USA,-,-,26.21,-0.17%,"3,965"
7100,STZ,"Constellation Brands, Inc.",Consumer Defensive,Beverages - Wineries & Distilleries,USA,41.39B,667.90,225.75,-1.22%,"931,252"
7102,SUAC,ShoulderUp Technology Acquisition Corp.,Financial,Shell Companies,USA,428.78M,5135.05,10.27,-0.10%,102
7103,SUB,iShares Short-Term National Muni Bond ETF,Financial,Exchange Traded Fund,USA,-,-,104.34,-0.15%,"442,032"
7104,SUI,"Sun Communities, Inc.",Real Estate,REIT - Residential,USA,19.68B,77.30,158.92,0.64%,"335,627"
7105,SUM,"Summit Materials, Inc.",Basic Materials,Building Materials,USA,3.86B,13.76,32.59,0.31%,"715,887"
7106,SUMO,"Sumo Logic, Inc.",Technology,Software - Infrastructure,USA,1.43B,-,11.86,0.00%,"4,205,844"
7107,SUN,Sunoco LP,Energy,Oil & Gas Refining & Marketing,USA,3.89B,9.02,47.06,0.28%,"416,868"
7108,SUNL,Sunlight Financial Holdings Inc.,Financial,Credit Services,USA,203.03M,-,1.57,3.29%,"112,035"
7109,SUNW,"Sunworks, Inc.",Technology,Solar,USA,68.63M,-,1.93,0.00%,"366,304"
7110,SUP,"Superior Industries International, Inc.",Consumer Cyclical,Auto Parts,USA,154.04M,-,5.78,-0.52%,"62,660"
7111,SUPN,"Supernus Pharmaceuticals, Inc.",Healthcare,Drug Manufacturers - Specialty & Generic,USA,2.10B,62.03,38.58,-2.18%,"238,979"
7112,SUPV,Grupo Supervielle S.A.,Financial,Banks - Regional,Argentina,439.12M,-,2.86,4.00%,"523,494"
7113,SURF,"Surface Oncology, Inc.",Healthcare,Biotechnology,USA,49.16M,-,0.83,2.56%,"144,805"
7114,SURG,"SurgePays, Inc.",Technology,Software - Application,USA,80.05M,-,5.54,0.73%,"102,993"
7115,SUSA,iShares MSCI USA ESG Select ETF,Financial,Exchange Traded Fund,USA,-,-,88.89,0.02%,"126,157"
7116,SUSB,iShares ESG 1-5 Year USD Corporate Bond ETF,Financial,Exchange Traded Fund,USA,-,-,23.87,-0.21%,"1,036,772"
7117,SUSC,iShares ESG USD Corporate Bond ETF,Financial,Exchange Traded Fund,USA,-,-,22.78,-0.16%,"1,365,545"
7118,SUSL,iShares ESG MSCI USA Leaders ETF,Financial,Exchange Traded Fund,USA,-,-,71.63,0.07%,"18,861"
7119,SUZ,Suzano S.A.,Basic Materials,Paper & Paper Products,Brazil,12.33B,3.45,9.05,-0.22%,"2,411,178"
7120,SVC,Service Properties Trust,Real Estate,REIT - Hotel & Motel,USA,1.44B,-,8.53,0.12%,"654,061"
7122,SVFD,"Save Foods, Inc.",Basic Materials,Agricultural Inputs,USA,4.60M,-,1.04,-6.73%,"13,234"
7123,SVIIU,Spring Valley Acquisition Corp. II,Financial,Shell Companies,USA,311.10M,-,10.57,-1.31%,768
7124,SVIX,-1x Short VIX Futures ETF,Financial,Exchange Traded Fund,USA,-,-,17.91,4.19%,"2,424,276"
7125,SVM,Silvercorp Metals Inc.,Basic Materials,Silver,Canada,544.31M,32.55,3.19,-0.31%,"775,923"
7126,SVOL,Simplify Volatility Premium ETF,Financial,Exchange Traded Fund,USA,-,-,22.62,0.67%,"78,757"
7127,SVRA,Savara Inc.,Healthcare,Biotechnology,USA,288.57M,-,2.53,4.98%,"423,854"
7128,SVRE,SaverOne 2014 Ltd,Technology,Scientific & Technical Instruments,Israel,8.07M,-,1.50,3.45%,"11,332"
7129,SVT,"Servotronics, Inc.",Industrials,Electrical Equipment & Parts,USA,26.20M,-,11.01,-3.76%,"9,824"
7130,SVVC,"Firsthand Technology Value Fund, Inc.",Financial,Asset Management,USA,7.24M,-,1.05,-0.94%,"2,495"
7131,SVXY,ProShares Short VIX Short-Term Futures ETF,Financial,Exchange Traded Fund,USA,-,-,65.39,2.09%,"1,975,560"
7132,SWAG,"Stran & Company, Inc.",Communication Services,Advertising Agencies,USA,30.39M,-,1.56,0.00%,"56,394"
7133,SWAN,Amplify BlackSwan Growth & Treasury Core ETF,Financial,Exchange Traded Fund,USA,-,-,25.42,-0.35%,"30,746"
7134,SWAV,"ShockWave Medical, Inc.",Healthcare,Medical Devices,USA,6.72B,79.18,186.32,1.05%,"354,560"
7135,SWBI,"Smith & Wesson Brands, Inc.",Industrials,Aerospace & Defense,USA,508.18M,6.41,10.99,2.33%,"424,220"
7136,SWI,SolarWinds Corporation,Technology,Software - Infrastructure,USA,1.75B,-,10.44,-0.29%,"228,263"
7137,SWIM,"Latham Group, Inc.",Industrials,Building Products & Equipment,USA,453.24M,59.84,3.83,-0.52%,"165,465"
7138,SWK,"Stanley Black & Decker, Inc.",Industrials,Tools & Accessories,USA,13.02B,91.92,89.16,-0.11%,"1,397,481"
7139,SWKS,"Skyworks Solutions, Inc.",Technology,Semiconductors,USA,19.56B,16.62,121.77,0.80%,"1,646,121"
7140,SWN,Southwestern Energy Company,Energy,Oil & Gas E&P,USA,5.69B,3.87,5.31,0.19%,"20,735,133"
7142,SWTX,"SpringWorks Therapeutics, Inc.",Healthcare,Biotechnology,USA,1.93B,-,30.65,0.99%,"466,432"
7143,SWVL,Swvl Holdings Corp.,Technology,Software - Application,United Arab Emirates,14.41M,-,2.39,0.64%,"53,353"
7144,SWX,"Southwest Gas Holdings, Inc.",Utilities,Utilities - Regulated Gas,USA,4.22B,26.17,64.09,-3.99%,"339,128"
7145,SWZ,The Swiss Helvetia Fund Inc.,Financial,Closed-End Fund - Foreign,USA,106.09M,4.93,8.03,0.63%,"7,704"
7146,SXC,"SunCoke Energy, Inc.",Basic Materials,Coking Coal,USA,781.39M,8.05,9.59,0.52%,"814,077"
7147,SXI,Standex International Corporation,Industrials,Specialty Industrial Machinery,USA,1.38B,20.20,116.13,-1.29%,"81,830"
7148,SXQG,ETC 6 Meridian Quality Growth ETF,Financial,Exchange Traded Fund,USA,-,-,22.09,0.33%,"6,177"
7149,SXT,Sensient Technologies Corporation,Basic Materials,Specialty Chemicals,USA,3.21B,23.73,78.18,1.74%,"315,858"
7150,SXTC,"China SXT Pharmaceuticals, Inc.",Healthcare,Drug Manufacturers - Specialty & Generic,China,1.77M,-,0.50,-3.54%,"504,448"
7151,SY,So-Young International Inc.,Healthcare,Health Information Services,China,256.91M,-,2.86,9.58%,"1,120,717"
7152,SYBT,"Stock Yards Bancorp, Inc.",Financial,Banks - Regional,USA,1.74B,18.59,59.14,-2.67%,"64,070"
7153,SYBX,"Synlogic, Inc.",Healthcare,Biotechnology,USA,59.50M,-,0.82,0.61%,"32,886"
7154,SYF,Synchrony Financial,Financial,Credit Services,USA,15.84B,5.95,36.32,-1.92%,"4,887,546"
7155,SYK,Stryker Corporation,Healthcare,Medical Devices,USA,100.16B,42.89,264.66,-0.87%,"798,951"
7156,SYLD,Cambria Shareholder Yield ETF,Financial,Exchange Traded Fund,USA,-,-,65.26,-0.41%,"72,567"
7157,SYM,Symbotic Inc.,Financial,Shell Companies,USA,1.04B,576.77,17.88,3.05%,"318,446"
7158,SYNA,Synaptics Incorporated,Technology,Semiconductors,USA,5.06B,22.14,127.66,1.78%,"472,398"
7159,SYNH,"Syneos Health, Inc.",Healthcare,Diagnostics & Research,USA,3.64B,12.62,34.86,0.61%,"1,852,595"
7160,SYPR,"Sypris Solutions, Inc.",Consumer Cyclical,Auto Parts,USA,43.71M,-,2.04,0.25%,"6,378"
7162,SYTA,Siyata Mobile Inc.,Technology,Communication Equipment,Canada,7.37M,-,0.15,2.11%,"1,385,553"
7163,SYY,Sysco Corporation,Consumer Defensive,Food Distribution,USA,38.91B,28.04,77.78,-0.58%,"1,463,354"
7164,SZNE,Pacer CFRA-Stovall Equal Weight Seasonal Rotation Index ETF,Financial,Exchange Traded Fund,USA,-,-,38.39,0.49%,"1,002"
7165,T,AT&T Inc.,Communication Services,Telecom Services,USA,135.79B,-,19.15,-0.57%,"23,188,790"
7166,TA,TravelCenters of America Inc.,Consumer Cyclical,Specialty Retail,USA,717.26M,5.44,47.69,-0.65%,"47,105"
7167,TAC,TransAlta Corporation,Utilities,Utilities - Independent Power Producers,Canada,2.49B,37.87,9.24,0.00%,"156,426"
7168,TACK,Fairlead Tactical Sector Fund,Financial,Exchange Traded Fund,USA,-,-,23.91,0.08%,"64,667"
7169,TACT,TransAct Technologies Incorporated,Technology,Computer Hardware,USA,73.30M,-,7.25,-1.23%,"2,328"
7170,TAIL,Cambria Tail Risk ETF,Financial,Exchange Traded Fund,USA,-,-,14.51,-0.62%,"70,680"
7171,TAIT,Taitron Components Incorporated,Technology,Electronics & Computer Distribution,USA,23.40M,6.36,3.78,0.00%,"8,089"
7172,TAK,Takeda Pharmaceutical Company Limited,Healthcare,Drug Manufacturers - Specialty & Generic,Japan,50.40B,23.80,15.92,0.06%,"2,302,956"
7173,TAL,TAL Education Group,Consumer Defensive,Education & Training Services,China,3.71B,-,7.19,5.12%,"9,020,398"
7174,TALK,"Talkspace, Inc.",Healthcare,Medical Care Facilities,USA,149.25M,-,0.96,4.30%,"1,353,769"
7175,TALO,Talos Energy Inc.,Energy,Oil & Gas E&P,USA,1.44B,3.41,18.76,-1.26%,"1,411,240"
7176,TALS,"Talaris Therapeutics, Inc.",Healthcare,Biotechnology,USA,64.80M,-,1.52,-2.56%,"139,614"
7177,TAN,Invesco Solar ETF,Financial,Exchange Traded Fund,USA,-,-,76.53,-0.71%,"887,099"
7178,TANH,Tantech Holdings Ltd,Consumer Defensive,Household & Personal Products,China,3.69M,-,2.88,6.27%,"7,603"
7179,TAOP,Taoping Inc.,Technology,Software - Infrastructure,Hong Kong,13.05M,5.93,0.86,1.13%,"34,254"
7180,TAP,Molson Coors Beverage Company,Consumer Defensive,Beverages - Brewers,USA,10.46B,22.71,51.65,-0.62%,"1,207,665"
7182,TARK,AXS 2X Innovation ETF,Financial,Exchange Traded Fund,USA,-,-,68.40,4.46%,"824,016"
7183,TARO,Taro Pharmaceutical Industries Ltd.,Healthcare,Drug Manufacturers - Specialty & Generic,Israel,1.11B,24.68,30.16,-1.85%,"7,671"
7184,TARS,"Tarsus Pharmaceuticals, Inc.",Healthcare,Biotechnology,USA,411.64M,-,15.40,1.92%,"51,164"
7185,TASK,"TaskUs, Inc.",Technology,Information Technology Services,USA,1.90B,43.93,19.11,-0.16%,"216,868"
7186,TAST,"Carrols Restaurant Group, Inc.",Consumer Cyclical,Restaurants,USA,109.24M,-,2.00,0.50%,"37,277"
7187,TATT,TAT Technologies Ltd.,Industrials,Aerospace & Defense,Israel,51.42M,-,5.82,-2.46%,990
7188,TAXF,American Century Diversified Municipal Bond ETF,Financial,Exchange Traded Fund,USA,-,-,50.18,-0.08%,"91,319"
7189,TAYD,"Taylor Devices, Inc.",Industrials,Specialty Industrial Machinery,USA,60.51M,14.95,16.90,2.19%,"8,116"
7190,TBBK,"The Bancorp, Inc.",Financial,Banks - Regional,USA,2.01B,15.73,35.81,0.39%,"185,205"
7191,TBCPU,Thunder Bridge Capital Partners III Inc.,Financial,Shell Companies,USA,527.00M,154.00,10.01,0.00%,0
7192,TBF,ProShares Short 20+ Year Treasury,Financial,Exchange Traded Fund,USA,-,-,21.77,0.28%,"912,986"
7193,TBI,"TrueBlue, Inc.",Industrials,Staffing & Employment Services,USA,603.01M,9.93,18.60,-0.48%,"210,255"
7194,TBIL,US Treasury 3 Month Bill ETF,Financial,Exchange Traded Fund,USA,-,-,49.92,0.03%,"158,985"
7195,TBIO,"Telesis Bio, Inc.",Healthcare,Biotechnology,USA,52.02M,-,1.82,1.11%,"18,164"
7196,TBLA,Taboola.com Ltd.,Communication Services,Internet Content & Information,USA,1.01B,-,4.07,3.83%,"949,141"
7197,TBLD,Thornburg Income Builder Opportunities Trust,Financial,Closed-End Fund - Equity,USA,497.59M,-,15.51,-0.83%,"54,186"
7198,TBLT,"ToughBuilt Industries, Inc.",Industrials,Tools & Accessories,USA,27.07M,-,2.02,-0.98%,"297,800"
7199,TBNK,Territorial Bancorp Inc.,Financial,Banks - Regional,USA,219.02M,12.62,23.91,-1.12%,"7,499"
7200,TBPH,"Theravance Biopharma, Inc.",Healthcare,Biotechnology,Cayman Islands,698.49M,-,10.29,-0.87%,"226,357"
7202,TBX,ProShares Short 7-10 Year Treasury,Financial,Exchange Traded Fund,USA,-,-,28.49,0.49%,"241,552"
7203,TC,TuanChe Limited,Communication Services,Internet Content & Information,China,13.90M,-,0.71,-0.03%,"35,515"
7204,TCBI,"Texas Capital Bancshares, Inc.",Financial,Banks - Regional,USA,3.26B,10.65,66.45,-0.85%,"287,555"
7205,TCBIO,"Texas Capital Bancshares, Inc.",Financial,Banks - Regional,USA,3.28B,5.59,22.15,-0.45%,"28,093"
7206,TCBK,TriCo Bancshares,Financial,Banks - Regional,USA,1.68B,13.26,50.48,-1.17%,"55,747"
7207,TCBP,TC Biopharm (Holdings) Plc,Healthcare,Biotechnology,United Kingdom,5.87M,-,7.16,14.93%,"563,692"
7208,TCBX,"Third Coast Bancshares, Inc.",Financial,Banks - Regional,USA,259.62M,14.00,18.95,-2.07%,"71,502"
